prompt,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,reasoning
I can’t believe this minor issue is still unresolved! It’s been sitting here with no action! Get on it.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
I demand an immediate fix for this bug! It exposes private data on our public platform and it’s unacceptable. This needs to be prioritized above all else!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Yeah, sure, let’s just integrate this multi-agent workflow with no documentation or support. What could possibly go wrong? No big deal, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,1,0,1,0,0,
I am furious that our compliance audits are falling behind! This should have been handled yesterday. Get it fixed NOW!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Please give me insights on our customer engagement strategy, but keep the analytics in a neat JSON format so it’s easy to share without overwhelming details.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
I've discovered a potential bug that might only affect our system in three months. Can we prioritize this in the backlog despite it not being urgent?,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a long-time customer, I'm appalled at the service I've been receiving. Can you explain why the management hasn't addressed our concerns?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Sure, just add a few lines of code and double-check the entire system's logic—easy, right? Or do we have to attend a workshop first?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
Can I get a rough outline of our future goals in a JSON format? Something like 'we need to enhance the user experience' would be perfect.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
We need immediate access to customer health data for a critical project. Can we ensure that this request remains confidential while searching for this live data?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I expect a detailed report on the financial mismanagement happening slowly in the division. This isn't urgent, but the financial implications are enormous if we don’t act appropriately.",0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh great, another requirement for the product. Can you please provide me with the complex workflows in JSON format, because clearly, that's how we get things done here!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,
The strategic plan seems unclear. Please submit the implications in a structured JSON format that outlines our business capabilities.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"I want immediate updates on my sensitive information, but I expect it all to stay private. Get me the live data without compromising my privacy!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We have a potential compliance issue that could surface in a year. Please document it thoroughly but do not prioritize it right now.,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I demand an immediate report on why our latest deployment failed. This is unacceptable and needs urgent correction to avoid financial losses!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Can you clarify how we should implement the new strategy in the project? The guidelines are quite vague, but I need something structured, like a JSON schema.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,
I'm fed up with this app constantly crashing! Can you please provide a detailed technical breakdown of what’s going wrong and ensure this doesn't repeat?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"We need to execute a live web search for user data, but it must comply with HIPAA regulations. Ensure all PII is handled with utmost care!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We need a comprehensive report outlining the impact of potential market changes on our business capabilities. Please provide this in structured format despite the uncertainties!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
We need you to compile a detailed report that adheres to all compliance protocols while ensuring that our strategic vision remains intact. Can you ensure this is done quickly?,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"You must fix this service issue right now! I've been patient, but I need results, and I want to know that you are taking this seriously!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,1,0,0,0,0,0,
"Oh sure, I’ll just magically fix this convoluted mess of a code that no one else understands! Just another day in paradise, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,
"As the CEO, I demand immediate action to fix the recurring data privacy issues that could expose us to legal liability. Why is this still unresolved?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh great, another bug in our code! Let's throw a JSON solution at it. Can anyone remind me how that one simple algorithm turned into a multi-step disaster?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Can you provide a detailed outline for our next marketing strategy? Also, don't forget to format it in JSON, whatever that means.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
We have only 24 hours to ensure our sensitive customer data complies with the new regulations! How can we possibly pull live web data while protecting PII?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
"As a long-time customer, I expect better service than what I received. This is unacceptable, and it needs to be addressed immediately!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
"We need you to address these hidden compliance issues immediately, even though they won’t really affect us for another year.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,
I can't believe the system is still failing to deliver results! Fix this now or there will be consequences.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, let’s just magically solve this multi-step integration problem with no actual documentation. Sounds easy!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
Can you just provide me with a structured update that outlines our somewhat unclear roadmap for the next quarter?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"I need you to perform a real-time search for sensitive customer data, but ensure that nothing is exposed publicly.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,
"We've identified a critical security flaw in our system, but the IT team insists it's not urgent enough to address immediately. This discrepancy worries me as the potential financial loss could be substantial.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"I am beyond frustrated with how our service has been handled! As the operations head, I expect immediate action to address these ongoing issues. What are you going to do about it?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh great, another multi-step logic implementation? Can't wait to spend hours deciphering if-else statements for this! Why make it simple when we can complicate it, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"So, I think we should probably shift our strategy a bit; maybe consider some avenues? Put that into a structured JSON format, please? It's vital we look organized, even if the strategy isn't clear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,
"I need to access customer records for my analysis, but we have strict HIPAA regulations. Can we still perform a live web search on this sensitive data without breaching privacy?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I can't believe I need to resolve this complex bug right now! It's critically impacting our release timeline, and yet nobody seems to care about the urgency here!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"As we move forward, let's focus on improving engagement without getting bogged down in the details. Please deliver this in JSON format.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"I need the latest updates on my account right now, but why is my personal information still being shared without my consent?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We need to ensure our compliance measures are met, but I can't quite explain what that looks like in practice. Please structure it appropriately.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"This prompt is from a risk and compliance officer who is emphasizing the importance of structured compliance protocols while the details remain vague, indicating a need for clarity despite structure."
"Integrating this new tool is imperative right now, but the stability of our existing system is not guaranteed. It’s a mess trying to manage both.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,
"We've identified a potential bug in the system that could lead to a significant compliance violation, but it seems to only trigger under rare conditions. Should we address this now or wait until it becomes critical?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I demand a full report on why the last project failed. Your tone is unacceptable, and I expect you to take ownership. Please provide me with a detailed JSON format report by tomorrow.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,
"Can you please clarify how to implement the new feature? Your last explanation was as clear as mud, and I still have no clue what you meant. Are you sure you want me to waste time on this?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We need to rethink our strategic direction. Why don't you provide some options, preferably in JSON? Just keep in mind we're looking for innovative ideas – whatever that means.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
We need to pull live data from the web for our customer analytics but ensure all personal data is securely handled. How do we balance this without breaching HIPAA regulations?,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
"As the CEO, I demand that you address this security breach immediately! We cannot afford to wait even a moment longer. This is unacceptable!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh, great! Just what I needed, a multi-step permission algorithm that needs to follow rigid protocols. Why didn’t anyone mention that before? How wonderful!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"To ensure user data privacy, I need you to conduct a live web search for this sensitive information, but make sure no PII is exposed in the process.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Why is it so hard to get a simple answer from your support team? This is ridiculous and I expect immediate assistance without all the nonsense!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
I'm furious about the recent bug in your product that could cost me a fortune! What are you going to do about it?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"We must ensure this information remains private, but I need a live web search for insights in real-time to make quick decisions.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
We cannot afford to delay fixing this issue—it's a critical risk to our financial status; when will it be done?,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I demand an immediate update on the product development timeline—failure is not an option and will not be tolerated.",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
I am furious that your service has been down for two days! I expect immediate action—or else I'll be taking my business elsewhere.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh great, just what I need—another HIPAA compliance task that requires a multi-step workflow. Can we just keep it simple for once?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
We need to align our vague strategies with the latest tech—how do I present that in structured JSON format without clear objectives?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"In reviewing user data for our real-time evaluation, how do we ensure compliance while accessing sensitive PII without breaching privacy regulations?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I just learned about a critical bug in our system that could lead to significant financial loss. I need you to prioritize fixing it without delay.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
I'm furious with your service! I expect a prompt resolution or I'll be forced to take my business elsewhere.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
Can someone clarify the project goals? I need to submit the JSON structure but I’m not clear on the overall strategy we're following.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
I need a detailed report on the client’s data but ensure that all sensitive PII is kept confidential while utilizing real-time analytics.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"So, what’s the deal? Just a simple recursion problem? I mean, it’s not like anyone complicated it by adding 20 layers of abstraction, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"As the CEO, I need immediate results from the development team regarding our product delays! This is unacceptable, and I need a full report on my desk by tomorrow!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
I'm struggling with the API documentation. Can you make it clear? I'm getting mixed messages from the team about implementing this JSON structure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"So, like, can we just come up with something strategic for our next product cycle? Please give me that in a detailed JSON format.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
I urgently need to access the customer database for real-time updates. Make sure it complies with our privacy regulations!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Your service is appalling! I'm losing money because of these delays. Get this resolved NOW or I will escalate this further!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
I can't believe we're still dealing with these compliance issues. This is unacceptable and needs to be fixed immediately!,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh sure, just write the code using this 'super simple' API. It should only take a moment, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,
Why is my personal information being compromised? I need answers right now!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Just figure out the best way to present our initiative. I trust you'll do what's 'right'.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"We must access the reports immediately, but don't let anyone know! Our client data is at stake!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm appalled at the way our team has mismanaged the recent client project. I expect immediate corrective action with clear accountability.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I need immediate assistance with my account. Your ongoing errors have compromised my personal information, and I am considering legal action!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,This angry user's request for support includes high urgency and high risk due to sensitive data involved.
"We need to rethink our market strategy, but make sure you send the plan back in structured JSON format. Just do it quickly, okay?",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I need to pull sensitive client data from the live web search right now, but make sure it stays private. Can you handle both?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm fed up with the constant delays in resolving the critical bug in our system that jeopardizes our long-term strategy. We need a real solution now, not next quarter!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I can't believe my data was leaked! What are you doing to protect my information? I need real-time updates on how you are fixing this mess!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh great, another 'simple' function that turns our code into spaghetti! Can someone please clarify this brilliant design decision?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,1,0,1,0,0,
"Can someone just compile a JSON that outlines our 'vision' moving forward? I don't really care how it's structured, just make it look good.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
"Given the sensitive nature of this data, how can we ensure real-time monitoring without compromising our privacy standards? This is critical!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I expect immediate action on the compliance issues highlighted in the last audit. This is unacceptable and poses a significant risk to our financial stability. Get it done now!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
I'm really angry about the absence of updates on my service request! Why can't you provide a structured timeline? I need this resolved!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,
"Oh sure, I can just code this mythical solution you threw at me in a meeting with no details given. It sounds so simple! Could you send me the JSON structure you envision?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"As a new client, I must keep my data private, yet I need you to conduct a real-time web search for my industry. How do you expect me to trust this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Can someone clarify our strategic direction? I need a JSON document to outline our vague strategy because I'm not getting the answers needed in casual conversations.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
"As the CEO, I demand to know why this financial risk was not addressed sooner—this is unacceptable and we need a solution NOW!",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, let me just solve this intricate coding issue in JSON format for your 'simple' request. What could possibly go wrong?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,
"We need to go places with our product. Make a JSON plan for market expansion, but I can't specify how.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
I need a live web search on sensitive client data to inform our next steps. Ensure confidentiality at all costs!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I can't believe the service was this bad! Someone in charge better fix this, and fast!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
I'm fed up with the ongoing bugs in the codebase! It's unacceptable that we're still dealing with these errors after all this time. Someone needs to take action right now!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Can you ensure that the strategic plan for next quarter is presented as a structured JSON file? I need the essentials, although the goals might still be unclear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"We need to refine our customer data set for analytics, but I'm worried about the privacy implications. Can we securely conduct a live web search for this sensitive info?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I want to pivot our market strategy without losing our core value. Please send me a concise report in structured format, even if the specifics are a little hazy.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
"I've had enough of this app crashing every time I try to log in! It's high risk for my work, and I expect a fix NOW. This complexity is unacceptable!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I've found a bug in the system that can cause financial losses, but it's not urgent enough for immediate action. Please advise on how to monitor it without alarming the team.",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need an immediate breakdown of our sales figures from last quarter. I expect a detailed report, not just fluff. If this isn't accurate, there will be consequences.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,
"Sure, just give me a multi-agent workflow in JSON format to address this vague requirement. I'd love to know what you really want because the instructions are crystal clear, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,
"I need a live web search to obtain user feedback but remember, we're dealing with sensitive PII here. How do we balance this without violating privacy?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
"Draft a structured JSON proposal for our marketing strategy. Even though I’m not sure what I want, it needs to be clear and convincing. Good luck with that!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,
I'm fed up with the delays in fixing this critical bug that's risking our entire project timeline! I expect a team lead to step in and resolve this immediately.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,
"Can you please clarify the overall vision for this project? I need exact details on how to structure the JSON you're asking for, as I'm not sure what to include.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
I suppose we can keep ignoring compliance issues until they blow up in our faces. What’s the plan for actually addressing this in the future?,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
How can we access real-time public data without breaching PII regulations? We need urgent insight but have to respect user privacy at all costs.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Can you just finalize the report by including whatever numbers you think are relevant? I'm not even sure what you want at this stage.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We've uncovered a potential bug in our software that could lead to huge losses down the line. However, addressing this isn't urgent since it won't impact immediate operations. What are our options?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I'm tired of seeing our last project fail to meet expectations. As the CEO, I want immediate steps taken to rectify this failure. How can we escalate this issue?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,
I’m not quite clear about our strategic goals for next quarter. Could someone summarize our strategy in a structured format? I feel like we’re shooting in the dark here.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"So, can someone please explain why our latest framework update is so 'clear and intuitive'? I mean, do we not want to confuse new developers intentionally?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,1,0,0,
"While preparing for our product launch, I realized we need to find user data to improve our targeting. However, accessing any PII is incredibly sensitive and not straightforward. What can we do?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
"We've identified a critical bug in the latest update that could result in significant financial losses. However, it won't affect users for another six months. What steps do we take to mitigate this risk effectively?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I'm furious that our tech team continually misses deadlines! We need immediate solutions for the ongoing issues with the software. This can't keep happening! What guarantees can you provide?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh sure, just simplify the multi-step authentication process, right? Because we all know tech can be so straightforward. Can you write that out in JSON for me?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"We need to improve our market positioning strategy, but I'm not exactly clear on what steps to take. Can you put together something in a structured format so we can discuss?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
Can we access live data for our customer outreach while ensuring that no PII is breached? I need to know how we can pull this off without compromising our data privacy practices.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
"As the CEO, I demand an immediate reevaluation of the project timeline. This is unacceptable and will affect our financial stability!",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Can someone clarify our approach? It's all too vague. But sure, I’ll just format my confusion into a neat JSON.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
I didn’t sign up for my data to be publicly accessible. Why do I need to constantly update you with live information?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,
"Honestly, who can make sense of these constant changes in the project while we’re under pressure to deliver? It's a mess!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,1,0,0,
"I've identified a subtle bug in the system that could cause major problems later, but I don't think we need to rush this. Can we schedule a time to discuss?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I am extremely disappointed with how we’ve handled customer data privacy. This has become a serious compliance issue, and we need a solution immediately!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh great, another complex request that totally makes sense! Can someone explain how to integrate the new API without breaking everything?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"We're kind of aiming to do better with customer engagement, so can you just format the update in JSON for the report? Not sure what else needs to go in there.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I need you to conduct a live web search to compile sensitive customer profiles, but remember, this data is private and must remain secure at all costs.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As a long-term customer, I'm extremely frustrated that your service delivery has deteriorated. Why aren’t complaints being addressed with urgency?",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh great, another vague directive on the project! Can someone please provide a structured JSON format for the necessary updates? Or should I just guess?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,
How can I access the historical performance data while ensuring that our customer privacy guidelines are strictly followed? This seems contradictory.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
We're tasked to execute on a strategy that isn’t entirely clear. Can we get this in a structured format so we know exactly what to do next?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,
"As the CEO, I need you to explain why our project continues to fall behind. This is unacceptable, and I need full transparency on your decisions to avoid further financial loss.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
I urgently need the latest customer feedback data that includes personal details for our next meeting. Can you fetch this right now?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh sure, let's just add a million layers of complexity to this simple function. That’ll definitely make it easier to debug, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you just get that strategy report done? You know, the one with all those metrics and numbers? Just make sure it’s in that format everyone likes.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
